42.7505,8.9,0
45.999,8.8,0
38.899,9.8,0
34.1598,11.7,0
90.1125,10.8,0
40.497,10.8,0
54.2638,9.5,0
51.5485,12.1,0
43.413,10.8,0
53.621,15.8,1
37.5705,4.6,0
28.4937,8,0
35.5894,8.9,0
38.4198,8.1,0
42.6625,9.2,0
41.9505,6.9,0
32.926,4.4,0
43.1143,9.4,0
50.0176,9.7,0
43.2347,7.6,0
54.9215,10.9,0
61.89,12,0
40.0337,12.2,0
49.893,14.8,0
56.6906,15.2,0
51.7278,16.9,0
55.7822,15.9,1
42.1225,7.6,0
25.475,9.4,0
36.1531,8.8,0
29.8014,7.5,0
77.719,7.6,0
38.1606,7.6,0
36.0938,7.6,0
49.8597,14.1,0
48.4871,10.4,0
50.005,10.1,0
53.274,10.7,0
39.9935,9.8,0
48.0775,13.2,0
55.5776,16.7,0
50.4915,10.9,0
54.5716,15,0
56.7812,21.2,1
37.4935,7,0
28.7325,7,0
38.7429,7.7,0
39.7135,10.3,0
43.9856,10.6,0
42.6478,10.7,0
35.518,6.6,0
47.065,10.5,0
37.8017,11.3,0
40.8184,9.2,0
83.6275,12.2,0
51.1247,15.6,0
55.7978,16.1,0
59.4355,12.4,0
50.5261,10.9,0
50.7536,15.2,0
61.1063,19.8,0
58.3781,16.1,1
39.574,6.7,0
27.1175,8.7,0
45.1378,11.6,0
33.566,8.7,0
51.7424,9.5,0
50.3635,14.4,0
38.7215,11.2,0
63.6554,11.2,0
56.3791,15.1,0
56.7608,13.5,0
53.09,15.9,0
55.592,19,0
54.025,17.3,0
52.5675,16.5,1
35.844,7.9,0
46.063,9.9,0
58.8995,8.6,0
32.505,9,0
37.756,3.5,0
29.8905,9.9,0
37.7627,10,0
36.9338,3.4,0
50.713,14,0
54.2155,10,0
37.7563,13,0
47.447,6.6,0
44.0287,11.4,0
45.319,12.7,0
43.0162,12.4,0
52.6663,15.5,0
51.7275,13.4,0
60.2265,17,0
51.8798,15.4,0
52.0356,20.3,1
40.1535,9.8,0
40.3257,9.8,0
43.2954,10,0
46.5165,5.5,0
49.6445,13.4,0
50.439,12.3,0
46.5688,11.7,0
50.2278,12.6,0
48.345,12.7,0
44.8593,9.2,0
32.678,9.1,0
41.0805,10.8,0
50.4725,13,0
49.785,15.1,0
60.9165,13.9,0
46.375,12.8,0
50.9649,17.7,1
43.8607,10.6,0
43.2595,9.1,0
27.5012,9.1,0
39.9214,6,0
45.5427,12.7,0
34.3235,9.8,0
53.005,15.4,0
91.5635,10.4,0
55.2792,13.2,0
39.7415,10.5,0
48.7157,10.6,0
52.0463,17.2,0
63.1961,15.8,0
55.5775,14.4,1
41.7261,10.2,0
34.8,8.4,0
46.1535,13.2,0
37.1163,8,0
42.6373,8.7,0
39.675,8.7,0
42.7773,10.2,0
48.49,8.8,0
34.3368,10,0
52.218,13.4,0
47.0473,11.7,0
34.0825,9.3,0
50.0025,13.1,0
95.6884,16.9,0
49.565,11.2,0
60.4483,20,0
60.3305,14.3,1
35.4316,5.2,0
39.3747,11.7,0
70.6931,3.7,0
43.0676,5.8,0
43.1949,2.3,0
40.126,10.7,0
39.5442,11.7,0
45.5843,13.9,0
47.7775,11.8,0
48.2225,10.6,0
57.7782,10.7,0
47.9646,9.6,0
50.8265,13.8,0
91.0399,14,0
56.2225,17.5,1
29.1571,9.3,0
35.0931,12.7,0
38.425,6.2,0
48.2295,9.9,0
35.1295,3.6,0
49.1875,10.5,0
40.8858,13,0
51.8648,6.9,0
47.728,11.7,0
46.2445,11.2,0
48.9229,15.1,0
41.364,11.5,0
40.2903,12.3,0
55.7208,9.7,0
41.5401,14.4,0
56.375,18.3,0
45.9975,20.4,1
27.8411,9.1,0
40.8995,11.7,0
74.97,4.1,0
42.1315,6.7,0
50.241,9.4,0
40.3015,13.6,0
34.3858,10.8,0
42.8864,11.3,0
44.029,8.4,0
40.8435,13.1,0
56.9918,8,0
46.4438,11.4,0
45.7265,9.8,0
46.915,9.1,0
41.4085,12.9,0
30.2295,10.8,0
38.0306,12.9,0
49.8305,14.6,0
42.607,18.3,0
50.8375,16.7,1
44.2815,8.1,0
36.1919,7.5,0
30.1456,6.1,0
23.7519,12,0
30.3425,7.9,0
32.7325,8,0
40.4695,8,0
78.1565,4.7,0
27.9264,9.3,0
38.2971,6.6,0
45.359,10.2,0
36.8205,10.4,0
47.4845,13.8,0
37.4324,11.7,0
84.8549,12.8,0
54.284,10.2,0
41.3095,12.5,0
49.7625,16.4,0
39.6194,15.8,1
24.8155,5,0
26.7093,4.4,0
30.307,4,0
28.418,3.8,0
35.67,5,0
68.1063,5,0
32.6698,6.4,0
31.6481,5.8,0
43.7683,6.5,0
42.2403,8.4,0
39.6013,6.3,0
83.2725,5.4,0
43.2722,7.2,0
42.4461,7.3,0
52.9625,3.6,0
49.311,9,0
49.1295,8.1,0
37.6145,7.2,0
82.8019,8.7,0
47.9639,7.9,0
44.7293,9.6,1
31.4652,7.3,0
23.3235,10.1,0
38.9102,8.3,0
31.8932,8,0
75.4125,10.6,0
45.7484,8.5,0
39.1256,11.8,0
51.3544,10.7,0
42.8952,10.7,0
36.383,6.9,0
47.677,13.9,0
51.21,13,0
45.7244,15.3,0
46.2584,12.9,0
53.4766,11.6,0
62.6847,18.6,1
33.5575,10.8,0
36.7627,11.6,0
34.8088,8.5,0
36.5995,9.2,0
38.4203,10.4,0
39.995,12.9,0
35.825,13.7,0
36.4355,12.1,0
77.7175,11.3,0
45.3074,9.6,0
43.192,13.1,0
80.497,12.2,0
51.8675,11.8,0
52.4814,11,0
59.7705,14.9,0
50.3472,13.2,0
39.0775,11.8,1
30.701,9.9,0
80.7392,13.6,0
25.6326,6.3,0
31.9947,5.8,0
32.5571,9.9,0
36.8455,3.3,0
51.8925,12.8,0
40.6078,12.9,0
45.0445,11.6,0
41.8715,6.9,0
42.2647,13.4,0
50.8469,8.6,0
43.5259,12.6,0
40.1485,12.7,0
80.682,11.5,0
51.8735,13.2,0
45.1846,8.9,0
54.9425,17.8,1
41.9055,10.1,0
32.1631,11.6,0
36.3315,9,0
50.3163,6.9,0
44.4273,11.3,0
47.5236,10.6,0
44.7141,16.1,0
39.7205,9.2,0
53.8562,13.2,0
47.0871,16.1,0
48.4125,14.9,0
58.3075,15.6,0
55.4411,16.5,1
28.3725,9.7,0
36.6063,11.4,0
67.12,6.1,0
76.8869,11.6,0
40.4645,11.5,0
40.4319,7.5,0
35.703,12.1,0
73.0191,5.1,0
41.69,7.2,0
43.4369,10.2,0
50.195,9.9,0
38.265,10.7,0
34.02,13.5,0
42.0918,9,0
52.0279,13.1,0
59.7822,18.3,1
45.043,12.5,0
38.7994,5.8,0
30.771,6.9,0
36.4675,9.4,0
37.1131,11.5,0
57.1805,16.1,0
30.974,10.7,0
79.355,14.6,0
43.6497,11,0
42.1584,12,0
85.673,14.3,0
44.8335,9,0
46.711,11.2,0
45.7249,15.6,0
48.7661,11,0
40.2263,10.9,1
49.0563,14.6,0
43.3137,10.6,0
32.759,9.6,0
45.128,10.8,0
48.6461,14.8,0
46.83,14.4,0
34.1037,15.5,0
43.7875,15.3,0
42.335,17.7,0
85.34,16.3,0
42.0945,12.4,1
31.4025,9.6,0
40.9674,6.4,0
74.5705,7.3,0
40.2875,11.2,0
47.9417,8.8,0
34.4054,2.8,0
32.4487,11.4,0
52.2655,10.7,0
45.2186,9.9,0
39.964,10.8,0
78.512,9.6,0
39.8783,8.6,0
80.806,13.7,0
47.9,13,0
43.851,13,0
42.9315,12.6,0
42.249,16.3,1
40.5555,8.2,0
40.727,11.3,0
40.818,12.9,0
33.4,11.1,0
40.022,10.5,0
35.688,5.8,0
44.9276,11.1,0
45.71,14.6,0
87.0616,12.9,0
53.7125,15.2,0
43.0415,12.9,0
84.121,17.8,0
43.9246,13.8,1
41.182,10.6,0
44.284,10.1,0
39.7576,10.9,0
35.435,13.5,0
35.165,8.6,0
32.2106,10.3,0
30.3732,10.1,0
52.523,18.3,0
52.979,13.8,0
50.7227,14.7,0
39.582,12.7,0
52.1095,20.3,1
33.0068,8.4,0
32.4548,5,0
44.29,9.6,0
29.5012,9.5,0
29.6581,9.7,0
38.6459,10.7,0
41.9004,10.3,0
38.7694,9.9,0
39.2812,12.3,0
38.7695,7.9,0
44.2645,13,0
51.3745,13.2,0
39.39,9.4,0
78.4095,16.1,0
54.9864,18.5,1
32.5406,8.2,0
41.7937,6.6,0
82.2938,9.8,0
43.1257,8,0
30.2928,9.9,0
43.0625,12.8,0
35.6138,11.1,0
74.0593,12,0
35.8879,10.3,0
49.7088,15.6,0
55.5371,14.4,0
75.0312,13.1,1
36.1585,5.9,0
37.419,7.9,0
32.0265,7.6,0
37.0412,6,0
38.8546,7.7,0
35.75,5.9,0
42.3515,4.9,0
54.5048,7.7,0
46.7475,10,0
33.605,7.1,0
37.4962,6.2,0
42.143,12.7,0
45.1725,12.2,0
51.1751,14.5,1
43.7174,7.3,0
42.3144,9.1,0
31.6234,7.4,0
37.5817,11.5,0
33.1135,5.6,0
37.8474,11.2,0
39.494,9.6,0
41.577,11.6,0
39.9928,12.8,0
43.2945,8.3,0
35.3708,9.3,0
41.7999,10.9,0
41.5361,13.9,0
37.1704,9.5,0
48.1013,18.9,0
54.115,19.3,1
30.6125,8.2,0
34.1269,10.3,0
41.231,10.7,0
33.9186,10.9,0
26.9166,5.9,0
39.3113,7.4,0
49.8471,14.3,0
43.7195,7.5,0
36.3135,10.8,0
43.0578,7.8,0
45.7746,12.2,0
42.63,13.4,0
39.728,12.8,0
45.5438,11.2,0
45.531,12.2,0
48.7071,15.9,0
49.3075,19.2,1
28.7464,8.8,0
35.8169,8.6,0
38.5835,9.6,0
41.4297,9,0
38.7445,10.2,0
40.193,8.6,0
44.5794,16.1,0
85.5675,14,0
50.5258,10.6,0
46.308,10.4,0
45.3825,16.4,0
42.4883,15.7,1
38.378,11.6,0
47.1638,13.3,0
36.6461,9.2,0
47.5125,11.1,0
43.6363,12.7,0
48.0512,14.5,0
53.2112,14,0
48.07,13.6,0
38.034,13.7,0
47.4005,17.9,1
48.1609,12,0
52.4875,11,0
47.4601,8.8,0
85.2886,12.4,0
40.613,12.6,0
35.6009,12.5,0
55.0215,12.9,0
39.1469,13.6,0
57.1925,15,0
96.35,13.1,1
46.4509,6.2,0
41.835,9.1,0
38.2785,8.9,0
38.9138,10.9,0
33.6725,9.6,0
46.153,10.4,0
52.7876,11.9,0
92.7558,10.1,0
39.3239,12.6,0
54.1318,13.7,0
57.5688,14,0
49.937,15.4,1
94.1265,6.8,0
41.867,9.5,0
44.495,11.5,0
55.575,8.7,0
39.6315,12.1,0
40.0445,9.7,0
52.0264,11.8,0
44.8925,11.9,0
53.1328,15.2,0
61.5132,14.4,1
51.3674,6.8,0
61.4135,7,0
90.9723,6.3,0
54.234,8.3,0
